Age,Gender,ChildrenHome,Education,MaritalStatus,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
25,1,0,Undergraduate,Single,8563.0,Tablet,0,49,4,5,5,8,3,7,9,1
52,1,1,Graduate,Married,63684.0,Phone,2,12,2,8,5,3,3,2,2,0
45,1,2,Graduate,Married,31353.0,Computer,1,17,2,1,1,1,2,4,9,0
28,0,0,Graduate,Single,43291.0,Tablet,0,20,3,2,1,1,8,3,8,0
45,0,2,PhD,Single,42997.0,Tablet,1,15,4,1,0,1,2,5,8,0
47,0,2,2ndCycle,Single,41658.0,Computer,2,16,2,1,5,5,5,3,0,0
28,0,0,Graduate,Single,59159.0,Phone,0,33,6,7,0,1,7,3,4,1
68,1,1,Graduate,Married,39898.0,Tablet,0,20,5,3,1,3,3,1,12,0
22,0,0,Undergraduate,Single,6848.0,Computer,2,8,1,9,1,2,3,1,7,1
45,1,0,Graduate,Married,157146.0,Computer,0,23,2,0,0,0,1,4,8,0
53,0,1,Graduate,Married,25293.0,Phone,0,22,4,1,4,4,0,3,9,0
42,1,1,Graduate,Married,47850.0,Computer,1,4,1,3,8,0,0,2,2,0
66,1,2,Graduate,Single,54252.0,Computer,0,21,3,4,3,1,2,3,0,0
64,0,2,Graduate,Divorced,35246.0,Computer,0,4,1,3,4,0,3,7,7,0
27,0,0,Graduate,Single,34824.0,Phone,1,17,1,1,0,3,2,2,0,0
40,1,0,2ndCycle,Single,74116.0,Computer,2,25,2,4,0,0,2,0,1,0
49,1,1,Graduate,Married,67432.0,Computer,1,16,2,8,3,0,2,6,6,0
56,1,1,Graduate,Married,44794.0,Laptop,1,9,1,2,1,0,0,2,3,0
53,1,2,Graduate,Married,42231.0,Laptop,2,29,3,1,0,5,0,0,4,0
40,0,1,Master,Married,23661.0,Computer,0,10,2,1,5,6,0,5,6,0
46,1,1,Master,Married,65104.0,Phone,0,9,1,3,7,7,1,0,4,1
33,0,1,Graduate,Married,38360.0,Computer,1,5,1,2,3,0,4,6,6,0
71,0,2,Graduate,Married,44689.0,Laptop,1,26,2,1,4,2,0,3,4,0
63,1,1,2ndCycle,Divorced,78353.0,Laptop,2,27,3,10,2,6,1,4,3,0
55,1,0,Graduate,Divorced,68743.0,Computer,0,25,4,11,1,2,6,6,4,0
51,0,1,Master,Married,30538.0,Phone,1,11,4,9,1,1,1,3,6,0
18,1,0,Undergraduate,Single,15674.0,Phone,0,24,3,6,3,2,6,7,3,0
35,0,0,PhD,Single,42000.0,Laptop,1,27,4,5,7,4,8,4,9,1
65,1,2,PhD,Married,40451.0,Laptop,1,21,5,1,1,1,3,2,1,0
56,1,1,Graduate,Married,57811.0,Laptop,1,21,3,7,1,5,1,3,1,0
43,1,1,Basic,Married,23724.0,Laptop,2,4,2,2,0,1,1,3,1,0
65,1,1,Graduate,Married,71113.0,Computer,0,13,3,6,2,3,1,2,15,0
49,0,1,Graduate,Married,31814.0,Computer,1,15,3,2,1,3,5,0,7,0
52,1,1,Master,Married,44159.0,Tablet,2,18,1,4,2,7,0,2,4,0
27,1,0,Graduate,Single,59648.0,Phone,2,8,1,3,12,7,3,7,6,0
44,1,1,Graduate,Married,38136.0,Computer,0,11,1,3,0,1,1,2,4,0
65,0,1,Graduate,Widow,66033.0,Computer,0,15,2,8,0,8,4,2,13,0
48,0,2,2ndCycle,Married,45894.0,Computer,0,29,3,1,3,3,0,2,6,0
56,0,1,Master,Married,33585.0,Tablet,2,6,2,2,6,1,2,0,0,0
65,1,1,Graduate,Married,47743.0,Tablet,1,16,1,4,1,2,3,1,5,0
36,1,0,Graduate,Married,92910.0,Tablet,1,10,4,6,0,3,4,0,2,0
76,1,0,Graduate,Married,82657.0,Computer,0,15,3,7,2,4,0,3,3,0
50,1,1,Master,Single,42394.0,Computer,2,7,2,1,1,1,2,5,10,0
21,1,0,Undergraduate,Single,19614.0,Tablet,1,12,1,14,8,1,5,3,4,0
16,0,0,Undergraduate,Single,14352.0,Phone,2,42,4,16,3,2,1,5,3,1
44,1,1,PhD,Married,37717.0,Tablet,2,26,4,1,0,0,5,6,1,0
81,1,0,PhD,Married,93027.0,Computer,1,24,5,7,0,0,0,1,9,0
59,0,1,PhD,Widow,52278.0,Tablet,2,15,1,10,1,5,5,2,10,0
26,1,0,Graduate,Single,54277.0,Laptop,1,4,2,7,0,0,1,0,3,0
21,0,0,Undergraduate,Single,23465.0,Phone,1,18,4,0,1,2,2,0,3,1
29,1,2,Graduate,Married,41409.0,Phone,1,14,1,6,5,0,1,2,5,1
35,0,1,Graduate,Married,22434.0,Computer,0,22,5,2,7,2,0,1,2,0
58,1,1,Graduate,Married,58512.0,Laptop,0,29,4,3,8,1,5,5,14,0
58,0,2,PhD,Married,45759.0,Tablet,2,26,2,2,2,0,2,4,5,0
63,1,0,Graduate,Married,87195.0,Laptop,1,48,3,3,4,5,1,1,6,1
17,1,0,Undergraduate,Single,9398.0,Computer,0,38,4,0,0,6,0,4,10,1
48,1,1,Graduate,Married,30631.0,Computer,2,26,5,3,0,4,2,6,1,0
25,1,0,Undergraduate,Single,26247.0,Computer,0,7,2,12,3,0,1,2,2,0
16,0,0,Undergraduate,Single,10143.0,Computer,2,44,7,23,0,1,3,3,1,1
53,1,1,PhD,Married,55212.0,Computer,1,10,2,4,2,0,0,0,2,0
51,1,2,2ndCycle,Married,42033.0,Laptop,2,9,2,1,5,1,1,3,2,0
18,1,0,Undergraduate,Single,7927.0,Tablet,0,11,4,24,3,3,2,9,2,0
69,1,2,Master,Married,59354.0,Computer,1,25,2,4,6,9,3,3,2,0
58,0,1,Master,Married,64100.0,Tablet,1,16,4,8,4,4,0,3,0,0
60,1,0,Master,Single,72217.0,Tablet,1,28,5,3,3,3,0,3,6,0
45,0,2,Graduate,Married,75330.0,Tablet,2,27,5,10,0,1,0,5,0,0
66,0,1,Graduate,Married,62503.0,Phone,2,19,3,8,1,7,0,6,8,0
52,1,1,PhD,Single,57642.0,Computer,0,19,3,7,1,5,2,2,3,0
63,1,0,Graduate,Married,65492.0,Computer,1,20,2,4,2,8,6,1,1,0
38,0,0,2ndCycle,Married,65370.0,Phone,2,19,4,2,0,3,0,0,1,0
65,0,0,Graduate,Single,58138.0,Phone,2,50,4,8,1,3,0,5,10,1
26,1,2,Graduate,Married,47460.0,Laptop,1,15,2,19,8,5,1,2,1,1
64,0,1,Graduate,Married,66886.0,Computer,1,26,4,7,5,3,4,1,12,0
49,0,2,Graduate,Married,51148.0,Phone,0,10,2,5,0,4,5,7,6,0
59,1,2,PhD,Married,54072.0,Laptop,2,14,4,2,7,3,1,1,3,0
26,1,1,Graduate,Married,50604.0,Laptop,2,18,4,25,5,1,1,4,3,1
51,1,1,Graduate,Divorced,43300.0,Laptop,1,31,3,4,6,5,0,0,0,1
25,1,0,Undergraduate,Single,22897.0,Laptop,0,19,3,8,0,1,7,3,7,0
59,0,1,Graduate,Divorced,68118.0,Laptop,0,11,3,8,5,2,3,0,6,0
63,0,1,2ndCycle,Married,26887.0,Computer,2,18,1,1,2,0,2,1,6,0
46,1,1,2ndCycle,Married,23718.0,Computer,0,28,2,3,4,5,1,2,4,0
63,1,3,Graduate,Married,38285.0,Laptop,2,28,2,0,0,2,2,0,1,0
54,1,1,PhD,Divorced,50616.0,Tablet,1,5,2,4,1,6,1,2,4,0
57,0,2,PhD,Divorced,47025.0,Laptop,2,14,1,1,0,6,0,4,4,0
18,0,0,Undergraduate,Single,22693.0,Laptop,2,44,6,4,6,6,5,3,10,1
52,1,1,Graduate,Married,53187.0,Computer,1,7,1,4,3,2,0,4,1,0
62,1,1,Graduate,Divorced,58401.0,Laptop,2,25,4,1,6,3,5,3,9,0
65,0,2,PhD,Married,37633.0,Laptop,2,6,1,1,6,3,5,5,14,0
57,0,1,Graduate,Married,69139.0,Phone,1,7,1,4,5,7,2,0,5,0
62,1,1,Graduate,Single,48904.0,Laptop,2,17,2,7,2,2,3,1,5,0
64,1,2,PhD,Widow,33438.0,Phone,0,22,4,2,1,0,2,4,10,0
68,1,1,Master,Widow,44551.0,Computer,1,17,4,4,0,0,2,5,2,0
60,0,3,Graduate,Divorced,37859.0,Computer,0,7,2,1,0,5,3,4,3,0
20,0,0,Undergraduate,Single,13150.0,Tablet,1,9,2,16,2,2,2,0,7,0
20,0,0,Undergraduate,Single,25547.0,Tablet,2,8,1,2,8,4,4,1,2,0
65,1,2,Master,Married,66726.0,Laptop,1,14,3,8,4,1,2,2,5,0
22,1,0,Undergraduate,Single,14154.0,Laptop,1,27,4,20,6,5,2,0,0,1
31,0,0,Graduate,Married,89891.0,Tablet,2,23,2,11,5,1,3,1,17,0
30,0,0,Graduate,Single,44113.0,Laptop,2,46,5,12,7,4,3,1,7,1
52,1,1,Master,Married,61872.0,Tablet,2,30,2,4,7,2,4,0,9,0
50,1,1,Master,Divorced,42618.0,Computer,1,7,1,5,6,4,2,2,4,0
48,1,1,Graduate,Single,49166.0,Tablet,2,17,1,5,1,2,2,2,4,0
29,1,2,Graduate,Married,57710.0,Phone,0,31,5,1,0,0,6,0,7,1
46,1,2,Graduate,Married,46049.0,Tablet,2,39,2,5,8,2,4,7,2,1
60,1,1,Master,Divorced,59432.0,Laptop,0,21,3,5,5,0,2,4,7,0
53,1,0,Graduate,Single,81657.0,Laptop,0,19,4,3,0,6,2,4,2,0
26,1,2,Graduate,Married,44951.0,Phone,2,8,1,2,1,5,2,0,0,1
53,0,2,Master,Married,43641.0,Computer,2,26,4,2,3,5,1,6,1,0
29,1,2,Graduate,Married,42555.0,Tablet,0,19,2,6,1,0,0,8,5,0
25,1,0,Undergraduate,Single,8199.0,Phone,1,7,1,15,9,3,3,2,2,0
58,1,1,2ndCycle,Married,68316.0,Computer,1,8,1,10,0,3,2,6,11,0
48,0,1,PhD,Married,46374.0,Tablet,0,16,3,7,5,5,1,1,4,1
71,0,1,Graduate,Married,40689.0,Computer,1,5,1,7,2,7,2,2,9,0
65,0,0,PhD,Married,82017.0,Phone,2,29,5,5,2,1,7,4,3,1
32,1,0,Graduate,Married,73687.0,Computer,0,10,3,3,0,3,5,1,3,1
42,0,2,Graduate,Married,50183.0,Tablet,0,23,3,3,4,4,5,3,1,0
58,1,0,Graduate,Single,81246.0,Tablet,2,30,6,4,4,1,1,2,1,0
69,1,1,PhD,Single,64108.0,Laptop,2,26,3,6,1,2,3,4,6,0
56,0,0,Graduate,Married,80398.0,Laptop,0,11,3,5,7,3,4,3,5,0
57,1,0,2ndCycle,Married,70924.0,Laptop,2,3,2,6,3,4,2,1,3,0
18,0,0,Undergraduate,Single,17186.0,Laptop,0,15,2,19,0,5,10,1,0,0
33,0,0,PhD,Single,33996.0,Computer,1,21,4,1,9,4,3,4,3,0
50,0,0,PhD,Single,86857.0,Phone,0,14,1,5,0,4,3,1,5,1
44,0,1,PhD,Married,41014.0,Phone,0,8,2,1,4,0,0,6,3,0
60,0,1,Master,Married,58646.0,Computer,0,21,3,2,5,0,1,8,7,0
28,0,1,Graduate,Married,57441.0,Laptop,1,46,3,27,10,3,5,6,4,1
49,1,2,Master,Divorced,44051.0,Phone,2,24,2,3,5,8,4,3,3,1
27,1,0,Graduate,Single,51831.0,Computer,0,29,2,4,5,3,0,7,5,0
75,0,0,PhD,Married,81574.0,Laptop,1,3,2,4,8,5,2,0,8,0
66,1,0,Graduate,Married,90369.0,Tablet,2,48,5,4,6,1,3,4,16,1
40,1,0,2ndCycle,Married,66664.0,Computer,2,30,2,5,4,3,3,1,2,0
39,0,1,Graduate,Married,22010.0,Computer,2,12,1,2,7,0,1,2,5,0
30,0,0,Graduate,Single,83528.0,Computer,0,26,3,4,8,4,4,1,1,1
62,0,1,Graduate,Married,19740.0,Laptop,1,5,2,1,6,2,2,1,0,0
56,0,1,Master,Married,33564.0,Computer,1,4,1,1,1,0,0,2,10,0
16,0,0,Undergraduate,Single,7311.0,Laptop,0,29,4,7,1,2,2,1,1,1
19,1,0,Undergraduate,Single,17495.0,Laptop,2,14,2,24,6,2,0,6,6,1
66,1,1,Master,Married,62058.0,Computer,2,26,3,6,1,4,4,6,13,0
47,0,1,Master,Married,7500.0,Tablet,0,8,1,2,2,1,3,1,0,0
72,1,2,PhD,Married,48699.0,Laptop,1,13,3,1,7,3,2,2,7,0
30,0,0,Graduate,Single,53323.0,Computer,2,39,3,10,11,3,2,0,7,1
47,0,2,PhD,Married,60631.0,Computer,0,21,2,9,8,2,6,4,4,0
49,0,1,PhD,Married,54222.0,Laptop,2,29,4,3,5,3,1,6,7,0
51,1,2,Master,Married,38196.0,Tablet,0,23,4,2,6,1,1,2,0,0
26,1,2,Graduate,Married,52877.0,Phone,0,11,2,22,4,1,3,2,3,0
50,0,1,Graduate,Married,30675.0,Computer,0,8,1,1,0,5,1,3,14,0
49,0,1,Graduate,Single,3502.0,Tablet,2,28,5,0,5,3,4,8,7,0
18,1,0,Undergraduate,Single,15365.0,Tablet,2,44,3,10,5,1,2,1,2,1
54,0,1,Graduate,Married,61314.0,Laptop,2,18,2,5,2,6,4,5,9,0
60,1,1,Graduate,Single,57967.0,Computer,1,22,5,4,2,1,1,1,1,0
17,1,0,Undergraduate,Single,7861.0,Tablet,0,42,4,5,1,1,1,1,3,1
20,0,0,Undergraduate,Single,8281.0,Computer,1,34,4,7,5,1,6,0,2,1
20,1,0,Undergraduate,Single,20846.0,Phone,1,25,2,10,6,5,3,4,7,0
58,1,1,Graduate,Married,60597.0,Phone,1,50,5,2,7,0,7,1,4,1
77,1,0,PhD,Single,113734.0,Phone,2,18,1,27,2,9,5,6,8,0
68,1,1,Graduate,Married,39898.0,Tablet,1,26,3,3,6,1,2,1,0,0
50,1,1,PhD,Single,27213.0,Phone,0,44,6,2,1,5,0,2,3,1
38,1,1,PhD,Married,38175.0,Computer,1,8,2,3,0,0,4,5,13,0
40,1,0,Master,Married,73450.0,Tablet,0,22,5,7,2,1,1,3,11,0
44,0,1,2ndCycle,Married,36550.0,Laptop,0,8,2,9,2,0,4,3,3,0
24,1,0,Undergraduate,Single,23836.0,Laptop,1,15,3,13,0,0,2,1,16,1
68,1,0,2ndCycle,Married,63564.0,Phone,2,5,2,10,0,4,10,0,1,1
53,1,1,Graduate,Married,56796.0,Laptop,2,17,2,8,5,0,0,5,6,0
73,0,0,PhD,Married,69098.0,Phone,2,13,2,7,2,1,0,2,4,0
55,1,0,Graduate,Divorced,76982.0,Phone,1,21,2,8,4,5,5,9,2,1
66,0,0,Graduate,Married,15759.0,Phone,0,17,3,1,2,0,3,1,4,0
46,1,1,Master,Single,60482.0,Computer,2,18,1,7,1,1,6,3,1,0
41,1,1,Master,Single,36143.0,Laptop,1,28,2,0,6,2,2,0,0,0
41,1,0,Graduate,Divorced,56981.0,Phone,2,22,2,2,0,3,4,4,10,0
70,0,0,Graduate,Married,83844.0,Computer,2,14,3,4,2,0,4,0,0,0
44,1,0,Graduate,Married,75437.0,Computer,0,12,3,8,6,0,0,2,12,0
49,0,1,Graduate,Single,65333.0,Computer,0,10,4,9,6,2,0,1,4,0
29,1,0,Graduate,Single,70515.0,Tablet,1,39,4,6,3,3,0,0,3,1
67,0,1,Graduate,Married,65748.0,Computer,2,30,3,2,1,1,3,5,15,0
56,1,2,PhD,Married,30843.0,Computer,2,20,4,1,4,0,5,8,0,0
34,1,1,Basic,Married,13724.0,Computer,2,28,2,2,6,0,0,1,3,0
54,0,0,Graduate,Single,75922.0,Tablet,0,4,2,4,1,9,7,1,1,0
38,1,1,Graduate,Married,37235.0,Computer,0,9,1,1,4,3,4,5,4,0
45,0,0,Graduate,Single,85072.0,Computer,0,21,4,3,2,3,2,5,2,0
66,1,2,Graduate,Married,54450.0,Phone,0,29,2,9,1,1,2,0,5,0
45,0,1,Graduate,Married,72117.0,Phone,2,4,1,9,3,3,1,4,2,0
22,0,0,Undergraduate,Single,28706.0,Phone,2,17,3,15,2,2,3,5,2,1
46,1,1,Graduate,Married,78416.0,Laptop,2,25,3,7,8,9,5,3,0,0
50,0,2,Master,Married,57136.0,Computer,1,17,1,5,4,2,2,1,1,0
33,1,1,Graduate,Married,31928.0,Computer,0,12,2,3,0,0,4,4,0,0
74,0,0,Graduate,Married,77142.0,Computer,0,11,1,4,0,0,4,1,0,0
73,1,0,Graduate,Widow,72298.0,Phone,1,10,2,4,2,2,2,2,7,0
67,0,1,Graduate,Single,51747.0,Laptop,2,29,2,6,2,4,5,0,12,0
54,1,2,Master,Married,32889.0,Computer,0,8,1,2,4,0,7,0,0,0
41,1,2,Graduate,Married,56386.0,Tablet,1,28,5,9,1,1,3,0,3,0
44,1,1,Graduate,Single,38557.0,Tablet,2,20,2,3,1,2,0,0,9,0
51,0,1,Master,Married,56850.0,Computer,2,24,3,1,3,3,0,4,4,0
46,0,1,Graduate,Married,51369.0,Tablet,0,21,5,8,4,3,2,6,2,0
43,1,1,Graduate,Single,61825.0,Tablet,1,4,2,4,4,0,2,2,17,0
47,0,0,PhD,Married,76618.0,Computer,0,27,3,3,3,0,1,5,14,0
45,0,1,Graduate,Married,39771.0,Computer,0,19,2,2,2,3,3,4,1,0
61,1,0,Graduate,Single,57091.0,Phone,0,25,3,7,0,5,1,4,13,1
19,0,0,Undergraduate,Single,20337.0,Phone,2,5,2,6,2,1,0,1,0,0
48,1,1,Master,Married,58494.0,Computer,0,6,2,6,4,0,3,2,6,0
33,1,1,Graduate,Single,46107.0,Phone,1,29,4,1,3,3,1,5,5,0
47,1,0,Graduate,Divorced,83829.0,Phone,0,42,5,4,1,10,11,9,5,1
16,0,0,Undergraduate,Single,12336.0,Tablet,0,7,1,10,0,1,4,5,6,0
45,0,3,Graduate,Married,46931.0,Computer,0,30,6,1,3,4,1,4,8,0
65,1,2,PhD,Married,44155.0,Tablet,2,11,3,1,1,2,4,1,8,0
67,0,0,2ndCycle,Married,72635.0,Tablet,1,5,1,6,8,4,3,2,3,0
62,0,2,2ndCycle,Widow,46779.0,Tablet,0,25,5,0,0,2,0,2,7,0
25,1,0,Undergraduate,Single,8719.0,Phone,1,44,6,7,2,4,3,1,6,1
55,0,2,PhD,Married,63246.0,Computer,2,30,6,6,3,3,3,0,5,0
43,0,1,2ndCycle,Single,88194.0,Phone,2,18,2,11,0,3,9,1,1,1
76,1,0,Graduate,Married,37760.0,Tablet,2,23,3,4,2,1,1,1,8,0
60,1,2,Master,Single,59247.0,Computer,0,8,2,5,3,7,0,3,6,0
18,0,0,Undergraduate,Single,19521.0,Laptop,0,15,2,19,3,3,0,6,3,1
66,0,0,Graduate,Single,91249.0,Phone,2,30,3,7,7,0,13,0,7,1
20,0,0,Undergraduate,Single,22735.0,Computer,1,22,2,3,2,5,3,5,5,0
78,1,0,Master,Widow,45006.0,Laptop,0,25,2,3,2,4,0,0,3,0
63,1,0,Graduate,Divorced,23295.0,Computer,1,17,2,1,3,5,3,0,4,0
54,0,1,Graduate,Divorced,61671.0,Computer,2,15,4,10,5,2,8,7,7,0
48,0,1,PhD,Married,28440.0,Laptop,0,12,1,2,1,3,2,8,11,0
28,1,0,Graduate,Single,46404.0,Tablet,1,8,2,14,2,2,0,1,10,1
62,1,1,2ndCycle,Single,47823.0,Computer,2,11,1,2,4,5,3,7,2,0
40,0,1,PhD,Single,38513.0,Phone,0,17,1,6,10,0,0,6,8,1
65,1,3,PhD,Single,40737.0,Tablet,2,18,2,1,0,4,0,0,2,0
51,0,0,Graduate,Married,71796.0,Tablet,2,3,2,9,0,0,0,1,5,0
74,0,0,PhD,Married,76140.0,Computer,1,5,2,5,1,1,2,5,9,0
37,0,1,Graduate,Married,54006.0,Laptop,1,20,5,8,2,7,1,4,2,0
65,0,0,Graduate,Single,64849.0,Phone,0,14,4,9,1,6,1,1,8,1
62,1,0,Basic,Widow,22123.0,Computer,1,29,5,2,3,0,3,4,0,0
62,1,1,Master,Married,30522.0,Phone,1,8,1,1,1,2,8,0,16,0
37,1,2,Graduate,Married,55357.0,Computer,1,23,3,6,5,2,5,0,1,0
62,1,1,PhD,Married,38201.0,Tablet,0,18,3,5,3,0,2,7,10,0
39,0,0,Master,Married,35876.0,Tablet,2,19,3,3,0,0,1,8,5,0
21,1,0,Undergraduate,Single,17787.0,Tablet,0,11,4,5,0,0,5,7,10,1
62,0,2,Master,Married,17144.0,Laptop,0,19,3,3,8,1,2,1,13,0
51,0,0,Master,Married,80573.0,Laptop,1,23,4,4,3,2,7,3,5,0
17,0,0,Undergraduate,Single,23889.0,Phone,2,25,4,20,7,1,8,7,4,0
43,1,1,Graduate,Single,57537.0,Computer,0,25,2,4,3,0,1,4,0,0
70,1,2,Master,Married,33444.0,Computer,2,30,2,1,0,8,4,6,6,0
46,1,1,Master,Married,33181.0,Laptop,1,11,1,1,3,4,1,5,3,0
59,1,2,PhD,Married,4023.0,Computer,0,7,2,0,2,1,2,5,7,0
21,1,0,Undergraduate,Single,10284.0,Tablet,0,41,3,14,1,2,3,5,1,1
20,0,0,Undergraduate,Single,6386.0,Laptop,1,30,4,7,8,2,9,9,1,0
51,0,2,PhD,Divorced,65808.0,Laptop,0,23,2,5,5,1,1,1,15,0
49,0,0,Graduate,Single,83917.0,Tablet,2,27,4,6,2,4,1,7,13,1
47,0,1,2ndCycle,Married,22212.0,Laptop,1,13,4,2,1,9,0,5,11,0
69,0,1,Graduate,Married,37716.0,Computer,1,17,3,4,3,3,4,1,5,0
47,1,2,Master,Married,44319.0,Tablet,1,4,1,2,2,1,3,4,4,0
38,1,1,Graduate,Married,23976.0,Computer,0,21,3,3,2,4,3,8,2,0
51,1,1,Master,Married,35178.0,Tablet,1,24,2,1,1,6,5,0,1,1
57,0,2,PhD,Married,34230.0,Computer,1,10,1,1,0,5,3,0,13,0
54,1,2,Graduate,Married,58554.0,Computer,1,29,3,8,4,0,2,3,10,0
39,0,0,Graduate,Single,22148.0,Computer,1,29,5,1,6,0,1,8,2,0
69,0,0,Graduate,Married,94384.0,Phone,2,20,5,5,5,2,10,10,3,1
18,0,0,Undergraduate,Single,21132.0,Phone,2,32,5,5,0,0,3,1,5,1
72,0,2,PhD,Married,41145.0,Tablet,1,3,1,0,2,8,1,1,4,0
60,0,1,PhD,Married,42769.0,Computer,0,12,3,1,3,3,5,6,1,0
44,0,0,2ndCycle,Married,63855.0,Computer,2,28,4,7,1,1,0,4,0,0
51,0,1,Graduate,Single,26954.0,Computer,0,27,4,1,3,8,2,5,5,0
74,1,1,PhD,Married,66375.0,Computer,1,9,1,2,1,2,0,2,3,0
62,0,0,Master,Divorced,39228.0,Phone,0,19,3,0,4,3,3,1,4,0
50,0,2,Graduate,Married,26290.0,Laptop,1,18,3,2,2,7,1,1,1,0
51,1,1,Graduate,Married,70886.0,Phone,2,4,1,5,0,3,3,8,0,0
19,0,0,Undergraduate,Single,9805.0,Laptop,1,35,4,8,0,2,0,4,3,1
71,1,0,Basic,Married,26997.0,Laptop,2,30,3,4,1,2,1,0,0,0
17,1,0,Undergraduate,Single,28393.0,Computer,2,17,2,17,6,1,2,1,7,0
30,0,2,Graduate,Married,57977.0,Laptop,1,8,1,6,0,0,2,3,6,1
57,1,0,PhD,Married,81051.0,Computer,0,15,2,5,3,1,0,8,1,0
47,0,1,Graduate,Married,65106.0,Laptop,0,5,2,8,2,1,4,7,6,0
44,0,1,Graduate,Married,33039.0,Laptop,2,16,3,2,4,7,1,2,1,0
36,1,1,Graduate,Married,71952.0,Laptop,1,9,2,8,0,4,5,1,8,0
74,0,0,PhD,Widow,82032.0,Computer,1,16,3,4,8,4,5,0,3,0
21,1,0,Undergraduate,Single,27649.0,Laptop,1,22,4,14,3,1,1,6,8,0
79,1,0,Master,Married,65073.0,Laptop,2,9,1,5,0,7,7,2,5,0
52,1,1,Master,Divorced,55282.0,Phone,1,13,3,3,1,2,0,0,6,0
50,0,1,Master,Divorced,37760.0,Computer,0,18,3,2,0,0,0,4,0,0
57,0,0,PhD,Married,69969.0,Phone,0,46,3,4,4,3,4,0,6,1
69,0,1,Master,Married,56129.0,Laptop,0,26,2,6,0,0,2,4,7,0
62,1,2,PhD,Married,49154.0,Laptop,0,30,2,4,2,2,2,0,0,0
71,0,1,Graduate,Married,57304.0,Tablet,2,26,5,7,2,1,1,2,2,0
68,1,1,PhD,Married,57744.0,Tablet,0,18,3,9,0,0,5,0,4,0
21,1,0,Undergraduate,Single,10072.0,Phone,0,42,7,10,0,4,5,1,3,1
43,1,1,Master,Married,40662.0,Phone,1,13,3,2,4,3,0,3,8,0
61,1,2,Graduate,Married,16860.0,Tablet,0,13,1,1,0,7,8,1,7,0
67,0,0,Graduate,Widow,79800.0,Phone,2,48,3,5,2,1,6,1,11,1
62,0,1,Graduate,Widow,47916.0,Tablet,1,7,2,7,2,0,7,0,5,0
52,0,0,PhD,Married,82072.0,Computer,1,8,2,3,1,5,5,2,7,0
44,0,0,PhD,Married,72159.0,Computer,2,7,2,4,1,0,0,0,2,0
27,0,0,Graduate,Single,56696.0,Computer,2,8,1,5,0,2,1,4,12,1
66,0,1,PhD,Widow,78028.0,Phone,1,8,2,6,1,1,5,1,9,1
33,1,1,Graduate,Married,28691.0,Laptop,1,23,3,1,4,4,8,0,5,0
70,1,1,Graduate,Married,50300.0,Computer,1,10,1,2,0,1,2,0,9,0
66,1,0,Graduate,Married,79456.0,Laptop,1,35,2,5,5,4,6,1,9,1
55,0,1,PhD,Married,77766.0,Tablet,0,14,3,11,1,4,6,2,14,1
45,1,1,PhD,Married,69389.0,Tablet,1,22,4,7,2,0,1,0,13,0
45,1,2,Graduate,Single,37774.0,Phone,2,15,4,7,11,1,2,1,4,1
61,0,1,Master,Married,48330.0,Tablet,1,3,2,1,7,2,3,4,6,0
42,1,1,2ndCycle,Single,45889.0,Tablet,1,10,3,1,8,0,7,3,4,0
18,0,0,Undergraduate,Single,11731.0,Laptop,2,19,2,14,2,0,0,6,1,1
68,1,1,PhD,Married,62670.0,Laptop,1,14,2,5,7,1,4,1,4,0
25,1,0,Undergraduate,Single,10900.0,Phone,2,26,5,14,5,3,3,0,0,0
43,1,1,Graduate,Single,60474.0,Tablet,0,21,5,10,1,1,3,1,1,0
21,1,0,Undergraduate,Single,26395.0,Phone,2,20,4,5,0,6,1,0,11,1
20,0,0,Undergraduate,Single,20651.0,Laptop,0,29,5,27,2,5,0,6,7,0
48,0,2,PhD,Married,61917.0,Tablet,2,5,2,2,8,0,6,0,12,0
35,0,0,PhD,Married,51563.0,Computer,2,24,4,4,1,3,2,5,4,0
45,1,1,Master,Married,78710.0,Tablet,2,23,4,7,6,8,0,7,10,0
30,0,1,Graduate,Married,42931.0,Phone,2,8,2,4,7,5,4,3,4,1
64,0,0,Graduate,Married,72905.0,Computer,2,8,1,3,0,3,0,4,2,0
54,1,1,Master,Divorced,27071.0,Laptop,1,29,2,2,3,7,5,5,11,0
24,0,0,Undergraduate,Single,22458.0,Laptop,2,41,7,21,9,9,10,2,10,1
34,1,1,2ndCycle,Married,16248.0,Computer,2,19,2,2,3,0,1,1,1,0
34,1,1,Graduate,Single,39747.0,Laptop,1,6,1,5,1,2,4,2,4,0
40,0,1,Master,Married,27590.0,Tablet,2,11,3,1,3,7,2,0,3,0
26,0,1,Graduate,Married,53614.0,Tablet,1,50,4,7,5,2,0,2,8,1
68,0,2,Graduate,Married,38998.0,Laptop,0,21,4,2,1,0,2,3,2,0
44,1,1,Graduate,Divorced,55563.0,Tablet,0,28,5,2,0,2,5,5,0,0
57,1,1,Graduate,Married,36317.0,Computer,1,27,3,3,5,1,2,3,2,0
44,1,0,2ndCycle,Married,12393.0,Tablet,0,25,5,2,0,1,7,0,5,0
