ID,Age,Gender,ChildrenHome,Education,Marital_Status,Income,DeviceType,SubscriptionPaymentMethod,TimeSpentOnStraitsTimes,NumOfTimesAppOpened,NumAdsViewed,NumArticlesFashion,NumArticlesTechnology,NumArticlesHealth,NumArticlesSports,NumArticlesWorldEvents,Response
1271,43,1,0,Graduation,Together,75507,Computer,2,16,3,8,1,7,3,0,4,0
1272,71,1,0,Master,Married,59412,Laptop,2,28,4,4,6,0,1,1,1,0
1273,54,1,1,PhD,Divorced,50616,Tablet,1,5,2,4,1,6,1,2,4,0
1274,53,0,2,Master,Together,35924,Laptop,2,10,2,1,8,1,1,3,4,0
1275,40,0,1,2n Cycle,Married,57937,Laptop,0,9,2,4,0,1,2,0,12,0
1276,38,1,0,PhD,Married,73356,Phone,1,41,3,5,0,1,7,4,4,1
1277,48,0,1,Master,Together,21255,Computer,2,22,4,2,3,6,3,1,5,0
1278,48,1,1,Master,Married,58494,Computer,0,6,2,6,4,0,3,2,6,0
1279,53,0,0,Graduation,Married,72460,Tablet,0,16,2,3,1,5,5,3,16,0
1280,31,0,0,PhD,Together,68682,Phone,2,16,4,4,1,9,0,1,0,0
1281,31,1,0,PhD,Together,68682,Tablet,0,10,1,4,1,3,4,1,1,0
1282,41,1,1,Master,Married,36959,Laptop,1,19,1,2,4,0,1,0,1,0
1283,51,0,2,PhD,Married,46463,Tablet,1,22,2,3,4,6,1,1,11,0
1284,43,1,1,Graduation,Single,61825,Tablet,2,29,3,4,3,3,4,3,12,0
1285,43,1,1,Graduation,Single,61825,Tablet,1,4,2,4,4,0,2,2,17,0
1286,33,1,1,Graduation,Married,28691,Laptop,1,23,3,1,4,4,8,0,5,0
1287,33,0,1,Graduation,Married,28691,Tablet,1,26,3,1,0,2,1,6,4,0
1288,46,1,1,Graduation,Together,54058,Tablet,1,4,2,4,4,1,7,2,9,0
1289,47,1,1,Graduation,Single,84196,Computer,2,13,1,8,1,7,6,0,12,0
1290,59,1,0,Master,Together,38620,Tablet,1,22,2,2,1,3,4,3,2,0
1291,59,0,0,Master,Together,38620,Computer,0,11,1,2,0,4,3,3,2,0
1292,49,0,1,Graduation,Single,3502,Tablet,2,28,5,0,5,3,4,8,7,0
1293,65,1,1,Graduation,Married,47743,Tablet,1,16,1,4,1,2,3,1,5,0
1294,73,0,0,PhD,Married,80360,Tablet,2,13,4,4,1,7,1,1,4,0
1295,51,0,1,Graduation,Married,66303,Tablet,0,21,5,3,4,0,5,0,2,0
1296,53,1,2,Graduation,Married,52413,Tablet,2,24,5,6,5,7,1,3,4,0
1297,66,1,0,Graduation,Single,60714,Phone,2,17,2,7,6,6,5,4,6,1
1298,38,1,1,Master,Single,31385,Phone,2,50,4,1,2,3,1,0,0,1
1299,27,0,0,2n Cycle,Single,83257,Phone,1,44,4,5,5,5,5,5,12,1
1300,47,0,1,PhD,Married,80427,Computer,0,30,2,11,2,6,2,1,8,0
1301,73,1,1,Graduation,Together,38823,Computer,0,18,3,2,3,4,0,1,6,0
1302,45,0,1,Graduation,Married,42014,Phone,1,31,4,7,2,3,1,4,0,1
1303,45,1,1,Graduation,Married,42014,Tablet,1,37,3,7,4,1,1,3,0,1
1304,74,0,0,PhD,Together,76140,Computer,1,5,2,5,1,1,2,5,9,0
1305,58,0,2,2n Cycle,Divorced,41713,Computer,1,13,4,3,0,8,4,2,1,0
1306,68,1,1,PhD,Married,62670,Laptop,1,14,2,5,7,1,4,1,4,0
1307,50,1,1,2n Cycle,Married,70932,Phone,0,27,5,6,2,2,5,5,11,0
1308,71,1,0,PhD,Married,78939,Laptop,1,3,1,8,7,8,3,1,9,0
1309,62,1,2,Graduation,Together,44512,Tablet,1,16,4,1,1,2,0,0,14,0
1310,54,0,1,Graduation,Married,63967,Laptop,1,27,4,4,1,7,1,2,0,0
1311,74,0,0,Graduation,Single,90842,Computer,0,7,2,4,9,2,8,2,0,0
1312,75,0,1,PhD,Widow,25358,Laptop,0,24,5,1,7,1,6,0,3,0
1313,40,1,1,Graduation,Single,,Laptop,0,5,2,2,4,7,2,1,2,0
1314,40,0,1,Graduation,Single,28567,Computer,2,27,5,2,2,0,2,0,9,0
1315,44,1,2,Graduation,Married,66373,Laptop,0,5,2,4,5,2,0,4,0,0
1316,44,0,2,Graduation,Married,66373,Laptop,2,21,4,4,0,0,3,2,0,0
1317,70,0,0,Graduation,Together,83844,Computer,2,14,3,4,2,0,4,0,0,0
1318,70,0,0,Graduation,Together,83844,Laptop,0,26,4,4,7,3,3,2,1,0
1319,70,1,0,Graduation,Together,83844,Laptop,2,16,2,4,3,2,4,8,8,0
1320,54,0,2,PhD,Divorced,83664,Phone,0,3,2,2,0,0,3,1,5,0
1321,71,1,0,Master,Married,27450,Phone,2,17,4,2,1,5,2,0,4,0
1322,44,1,1,PhD,Single,54880,Laptop,2,11,3,6,0,0,2,0,2,0
1323,57,0,1,PhD,Married,71322,Laptop,1,15,2,8,3,1,4,0,1,0
1324,46,1,1,PhD,Single,60000,Laptop,2,28,2,11,4,0,4,2,6,0
1325,53,1,1,Master,Together,65176,Computer,0,18,4,9,3,1,5,6,1,0
1326,70,1,1,PhD,Together,61010,Tablet,0,9,2,8,0,3,2,1,6,0
1327,41,0,1,Graduation,Together,31089,Computer,2,23,3,3,0,3,1,0,4,0
1328,34,1,1,Graduation,Single,20518,Computer,2,30,2,1,3,0,3,2,10,0
1329,74,0,2,PhD,Married,34469,Computer,2,24,5,1,4,3,2,3,6,0
1330,70,1,0,Graduation,Married,28332,Tablet,0,16,3,2,0,3,0,4,10,0
1331,57,1,2,Graduation,Together,33456,Laptop,1,25,4,1,0,0,3,3,3,0
1332,54,0,2,PhD,Married,38443,Computer,0,16,1,1,1,6,3,4,2,0
1333,49,0,1,Graduation,Single,65333,Computer,0,10,4,9,6,2,0,1,4,0
1334,70,1,0,Graduation,Divorced,82623,Laptop,1,10,1,2,5,6,3,0,3,0
1335,51,1,1,Graduation,Married,73691,Computer,2,13,3,6,0,1,1,3,15,0
1336,75,0,0,Graduation,Together,74485,Tablet,2,26,2,6,6,2,2,5,3,0
1337,67,0,1,Graduation,Together,65748,Computer,2,30,3,2,1,1,3,5,15,0
1338,40,1,1,Basic,Single,24367,Computer,1,26,3,1,3,4,3,4,2,0
1339,51,1,0,Graduation,Single,91700,Phone,2,50,7,8,1,1,1,3,0,1
1340,29,1,0,Graduation,Absurd,79244,computer,0,33,5,4,6,0,2,8,10,1
1341,65,0,0,PhD,Married,82017,Phone,2,29,5,5,2,1,7,4,3,1
1342,65,0,0,Graduation,Single,58138,Phone,2,50,4,8,1,3,0,5,10,1
1343,69,1,2,Master,Married,59354,Computer,1,25,2,4,6,9,3,3,2,0
1344,67,1,1,PhD,Married,58482,Computer,1,26,4,7,4,3,0,0,9,0
1345,46,1,1,Graduation,Together,29478,Laptop,2,23,2,1,1,3,2,2,9,0
1346,50,1,1,Graduation,Together,64474,Computer,2,15,1,8,2,0,1,2,0,0
1347,47,1,1,Master,Single,31160,Computer,0,24,2,2,7,5,2,0,7,0
1348,50,1,2,Graduation,Married,40321,Laptop,1,19,3,3,0,0,1,0,8,0
1349,50,1,2,Graduation,Married,40321,Computer,2,15,4,3,6,1,2,2,2,0
1350,51,0,1,Graduation,Single,55239,Computer,0,27,2,7,5,5,0,0,6,0
1351,79,1,0,PhD,Widow,57513,Laptop,0,3,2,9,1,1,4,1,13,0
1352,43,1,1,Graduation,Together,85693,Computer,1,29,2,9,3,3,1,4,10,0
1353,45,0,1,Graduation,Married,71855,Computer,0,13,1,5,1,0,0,5,4,0
1354,46,1,0,Basic,Married,7500,Computer,2,23,3,2,3,1,7,2,3,0
1355,51,1,1,PhD,Married,71969,Tablet,2,11,2,3,3,3,0,4,2,0
1356,45,0,0,PhD,Married,28973,Tablet,1,9,2,5,5,3,5,1,4,0
1357,71,0,0,Graduation,Single,80872,Tablet,0,8,1,4,1,2,6,4,6,0
1358,66,1,0,PhD,Married,84117,Tablet,2,25,5,7,4,0,3,4,4,0
1359,64,1,2,2n Cycle,Single,38741,Computer,2,27,4,2,1,0,5,2,3,0
1360,49,1,1,Master,Married,38961,Tablet,0,23,5,2,6,1,1,6,2,0
1361,54,0,0,Graduation,Single,75922,Tablet,0,4,2,4,1,9,7,1,1,0
1362,57,0,3,Master,Married,56962,Computer,1,7,2,6,3,6,0,4,2,0
1363,57,0,3,Master,Married,56962,Laptop,0,20,2,6,2,4,5,7,1,0
1364,73,0,0,Graduation,Widow,70165,Laptop,2,15,3,3,6,7,2,1,5,0
1365,49,1,0,Graduation,Married,65308,Laptop,1,20,3,7,1,0,5,5,14,0
1366,71,0,2,Master,Together,29298,Computer,0,20,3,1,4,6,1,4,2,0
1367,55,0,2,PhD,Married,63246,Computer,2,30,6,6,3,3,3,0,5,0
1368,70,1,2,Graduation,Together,33402,Computer,0,20,5,2,4,1,7,1,1,0
1369,32,1,0,Graduation,Single,96843,Phone,2,21,5,6,2,3,1,3,0,1
1370,36,1,0,PhD,Married,82333,Phone,1,38,5,4,2,5,6,4,2,1
1371,73,1,0,Graduation,Widow,72643,Tablet,0,19,2,3,3,9,1,2,5,1
1372,40,1,1,PhD,Together,32313,Computer,2,13,4,4,1,6,8,0,2,0
1373,66,0,1,Master,Single,55284,Computer,2,27,2,7,1,1,2,1,1,0
1374,43,0,1,Graduation,Divorced,15287,Phone,2,31,6,1,5,4,9,4,1,1
1375,43,1,1,Graduation,Divorced,15287,Phone,1,35,6,1,0,7,4,1,15,1
1376,35,0,0,PhD,Married,51563,Computer,2,24,4,4,1,3,2,5,4,0
1377,46,1,1,Master,Married,81929,Phone,1,50,4,4,7,5,5,3,10,1
1378,69,0,2,PhD,Together,53593,Computer,2,19,2,7,2,4,0,0,3,0
1379,49,1,1,Master,Married,60432,Computer,1,21,2,7,2,2,6,3,2,0
1380,65,1,2,Master,Married,66726,Laptop,1,14,3,8,4,1,2,2,5,0
1381,63,0,1,Graduation,Single,62450,Phone,2,16,2,5,2,1,4,1,3,0
1382,47,1,1,2n Cycle,Single,49514,Laptop,1,21,5,6,1,3,1,1,1,0
1383,50,0,1,PhD,Married,43269,Laptop,0,23,4,1,7,2,0,5,3,0
1384,63,1,3,PhD,Married,33762,Computer,0,16,1,2,5,6,6,0,2,0
1385,56,1,1,Graduation,Together,60894,Tablet,0,21,3,10,3,0,3,4,6,0
1386,63,1,1,Graduation,Together,87771,Phone,2,36,2,5,3,0,2,3,1,1
1387,63,0,1,Graduation,Together,87771,Phone,1,48,7,5,0,9,2,1,1,1
1388,67,0,1,Graduation,Married,50737,Computer,2,7,2,2,3,1,3,1,7,0
1389,66,1,3,Graduation,Divorced,26150,Tablet,1,7,1,1,0,7,4,1,4,0
1390,71,0,1,Graduation,Married,57304,Tablet,2,26,5,7,2,1,1,2,2,0
1391,71,1,1,Graduation,Married,71107,Tablet,1,16,2,7,2,7,6,6,3,0
1392,47,1,2,Master,Together,53253,Computer,0,14,4,4,1,1,5,3,3,0
1393,64,1,0,Graduation,Married,81320,Laptop,0,3,1,4,4,5,0,2,4,0
1394,30,0,0,2n Cycle,Married,87000,Laptop,1,6,1,4,2,4,8,4,9,0
1395,48,1,1,Graduation,Married,40049,Laptop,0,12,3,3,0,0,4,4,1,0
1396,52,1,1,Graduation,Married,63684,Phone,2,12,2,8,5,3,3,2,2,0
1397,52,1,1,Graduation,Married,69016,Laptop,0,20,2,8,2,8,0,4,4,0
1398,43,0,1,Graduation,Married,7500,Laptop,1,28,3,1,6,4,6,4,9,0
1399,65,1,1,Graduation,Married,73803,Phone,2,15,1,9,6,1,7,2,2,1
1400,49,1,2,2n Cycle,Married,46094,Computer,0,3,2,1,0,1,0,4,0,0
1401,49,0,0,PhD,Married,85844,Phone,1,27,4,6,2,1,3,2,0,0
1402,67,1,2,Master,Married,38452,Computer,1,16,3,3,1,3,7,0,13,0
1403,67,1,2,Master,Married,38452,Computer,2,24,2,3,0,2,1,6,2,0
1404,67,1,0,Graduation,Married,80395,Tablet,0,11,4,6,2,3,7,0,4,0
1405,34,1,0,Graduation,Together,87679,Tablet,1,11,4,7,1,3,7,6,6,1
1406,73,0,0,Master,Divorced,35416,Computer,1,21,3,7,3,1,2,5,11,0
1407,76,0,1,PhD,Together,44124,Computer,1,30,3,6,5,5,1,4,0,0
1408,64,0,2,PhD,Single,50729,Computer,1,19,1,6,2,3,0,5,1,0
1409,69,0,0,Graduation,Together,94384,Phone,2,20,5,5,5,2,10,10,3,1
1410,69,0,0,Graduation,Together,94384,Laptop,1,12,2,5,0,0,1,1,3,1
1411,32,0,1,Graduation,Single,34412,Computer,2,28,2,5,6,6,0,0,5,0
1412,37,0,1,Graduation,Married,31158,Computer,1,29,2,2,2,3,0,0,9,0
1413,71,0,2,Graduation,Married,34838,Computer,2,12,2,2,3,1,5,4,10,0
1414,43,0,1,Graduation,Married,56775,Computer,2,9,2,5,1,2,4,4,6,0
1415,73,1,1,PhD,Widow,54356,Phone,1,20,4,11,9,3,10,3,6,1
1416,44,0,0,PhD,Married,72159,Computer,2,7,2,4,1,0,0,0,2,0
1417,31,1,0,Graduation,Single,8028,Laptop,0,5,1,0,7,2,3,0,11,0
1418,70,0,1,Master,Together,55951,Laptop,0,4,2,3,7,0,1,6,2,0
1419,73,0,1,PhD,Together,67911,Laptop,2,20,5,6,0,1,2,3,6,0
1420,73,0,1,PhD,Together,67911,Laptop,2,11,2,6,0,0,0,2,9,0
1421,49,0,1,PhD,Together,20427,Tablet,1,26,5,1,1,1,0,2,7,0
1422,52,1,1,PhD,Single,32303,Tablet,2,11,4,1,0,4,2,8,7,0
1423,54,1,1,PhD,Married,55954,Phone,2,13,3,8,4,1,6,5,5,0
1424,46,1,1,PhD,Together,49187,Tablet,0,11,1,1,3,2,4,1,6,0
1425,50,1,1,Master,Together,49854,Tablet,0,23,4,6,0,1,2,1,1,0
1426,44,1,1,Graduation,Divorced,63693,Tablet,0,19,2,11,1,0,4,1,12,0
1427,44,0,1,Graduation,Divorced,63693,Computer,2,7,2,11,1,2,1,5,2,0
1428,37,0,2,Master,Married,19510,Computer,2,8,2,1,4,0,5,4,3,0
1429,63,0,0,Graduation,Divorced,52332,Tablet,1,19,3,3,5,1,2,4,5,0
1430,49,0,1,Graduation,Together,55593,Tablet,2,28,4,6,6,5,3,1,3,0
1431,73,1,1,Graduation,Together,54591,Tablet,0,20,5,6,2,3,8,5,0,0
1432,73,1,0,2n Cycle,Widow,74859,Laptop,1,26,3,6,0,5,1,5,1,0
1433,51,0,2,Graduation,Divorced,40851,Laptop,1,29,2,1,3,1,0,6,0,0
1434,73,0,1,PhD,Married,58607,Laptop,1,28,4,2,0,2,6,1,0,0
1435,30,0,1,Basic,Single,7500,Laptop,0,19,3,3,3,0,0,2,1,0
1436,47,0,1,PhD,Single,52614,Laptop,1,22,5,2,3,4,2,0,7,0
1437,47,0,1,PhD,Single,52614,Computer,1,29,2,2,2,0,0,2,2,0
1438,48,0,1,Graduation,Married,67445,Tablet,1,19,2,9,0,5,5,1,2,0
1439,48,1,1,Graduation,Married,67445,Computer,1,28,2,9,1,0,2,2,1,0
1440,48,1,1,Graduation,Married,67445,Laptop,2,27,4,9,6,6,4,8,11,0
1441,54,0,2,PhD,Married,36778,Laptop,0,4,1,3,3,1,5,3,1,0
1442,39,0,1,Graduation,Together,39453,Laptop,1,8,2,2,1,6,3,2,14,0
1443,53,1,1,PhD,Together,42731,Laptop,1,30,4,4,4,1,2,1,6,0
1444,57,1,1,PhD,Single,40760,Computer,0,16,4,2,2,6,4,3,3,0
1445,57,0,0,PhD,Married,69969,Phone,0,46,3,4,4,3,4,0,6,1
1446,67,1,0,Graduation,Single,80317,Computer,1,26,4,3,0,0,5,5,7,0
1447,65,0,0,Master,Together,66636,Computer,2,28,3,3,7,3,0,2,6,0
1448,47,0,1,Master,Married,54730,Laptop,1,19,3,4,4,0,3,2,2,0
1449,51,1,2,Master,Divorced,42835,Laptop,1,24,5,6,3,1,3,3,1,0
1450,57,0,1,Master,Married,53843,Laptop,1,5,2,8,1,5,2,2,5,0
1451,62,1,0,Graduation,Married,79530,Laptop,0,7,1,4,4,3,6,0,12,0
1452,54,0,1,Master,Divorced,63841,Laptop,0,24,2,9,2,3,2,0,2,0
1453,54,1,1,Master,Divorced,63841,Laptop,2,29,5,9,4,2,5,7,7,0
1454,54,0,1,Master,Divorced,63841,Laptop,0,5,1,9,5,1,0,5,10,0
1455,39,1,1,Master,Married,27100,Computer,2,23,5,1,2,7,6,5,1,0
1456,39,1,1,Master,Married,27100,Computer,2,14,1,1,3,2,6,0,1,0
1457,46,1,0,Master,Single,72309,Phone,0,45,7,5,3,4,0,3,0,1
1458,63,1,2,Graduation,Single,50664,Computer,2,24,2,8,5,0,4,1,15,0
1459,43,0,1,Basic,Single,20194,Computer,2,5,2,2,6,0,2,5,0,0
1460,47,0,0,PhD,Married,76618,Computer,0,27,3,3,3,0,1,5,14,0
1461,48,1,2,PhD,Married,45207,Computer,2,19,3,3,2,7,4,4,1,0
1462,50,0,2,Graduation,Married,56721,Computer,2,28,3,4,3,5,3,5,3,0
1463,56,1,0,Graduation,Widow,27038,Phone,0,27,4,3,4,2,1,3,9,1
1464,45,0,1,Graduation,Single,23763,Computer,0,10,2,1,4,0,1,1,2,0
1465,47,1,2,Graduation,Married,37085,Computer,2,25,4,3,1,6,4,5,6,0
1466,56,0,0,Master,Married,49605,Laptop,0,27,2,2,0,6,3,3,6,0
1467,51,0,0,Graduation,Divorced,1730,Laptop,2,25,4,0,0,0,2,1,2,0
1468,27,0,0,Graduation,Single,34824,Tablet,1,29,2,1,0,2,0,0,15,0
1469,27,0,0,Graduation,Single,34824,Phone,1,17,1,1,0,3,2,2,0,0
1470,48,1,0,Master,Married,63206,Phone,2,27,2,4,3,1,8,2,10,0
1471,50,1,1,Graduation,Divorced,26759,Tablet,0,11,1,2,3,1,1,0,5,0
1472,46,0,2,PhD,Divorced,55412,Tablet,2,17,1,2,2,1,1,2,2,0
1473,48,1,3,Graduation,Together,33590,Computer,1,28,3,1,0,6,1,0,2,0
1474,51,1,1,Graduation,Married,70886,Phone,2,4,1,5,0,3,3,8,0,0
1475,53,1,1,Graduation,Single,72679,Laptop,1,16,4,4,1,1,2,0,8,0
1476,79,1,0,Master,Married,65073,Laptop,2,9,1,5,0,7,7,2,5,0
1477,57,1,2,Graduation,Married,44300,Laptop,0,22,3,1,3,1,0,1,6,0
1478,69,1,1,Master,Together,56129,Computer,2,10,3,6,3,2,0,0,11,0
1479,69,0,1,Master,Together,56129,Laptop,0,26,2,6,0,0,2,4,7,0
1480,51,0,1,Graduation,Together,38590,Laptop,1,22,5,1,1,6,6,7,3,0
1481,64,1,2,2n Cycle,Together,53083,Tablet,2,27,5,5,4,0,4,0,0,0
1482,46,0,0,2n Cycle,Single,79689,Laptop,2,5,1,4,1,3,2,2,1,0
1483,56,0,1,Graduation,Single,34704,Laptop,1,17,4,1,5,6,3,0,1,0
1484,60,0,2,Graduation,Married,65316,Laptop,2,3,1,3,9,5,6,1,4,0
1485,44,0,1,PhD,Married,41014,Phone,0,8,2,1,4,0,0,6,3,0
1486,62,0,1,Graduation,Together,19740,Laptop,1,5,2,1,6,2,2,1,0,0
1487,43,1,1,Basic,Together,23724,Laptop,2,4,2,2,0,1,1,3,1,0
1488,53,1,1,PhD,Married,55212,Computer,1,10,2,4,2,0,0,0,2,0
1489,53,1,1,PhD,Married,55212,Computer,0,19,2,4,7,8,4,6,0,0
1490,67,0,0,Graduation,Widow,79800,Phone,2,48,3,5,2,1,6,1,11,1
1491,55,0,1,Graduation,Divorced,70647,Computer,0,12,2,4,4,4,1,0,1,0
1492,48,0,0,PhD,Married,38410,Phone,1,50,6,5,1,0,12,7,8,1
1493,42,1,0,Graduation,Single,28071,Computer,2,12,3,5,2,0,1,3,0,0
1494,53,0,1,Graduation,Single,54803,Computer,0,13,2,6,0,3,0,4,3,0
1495,29,0,0,Graduation,Single,74293,Computer,1,7,2,5,2,0,0,4,1,0
1496,29,1,0,Graduation,Single,74293,Computer,0,12,2,5,3,2,2,2,5,0
1497,38,0,1,2n Cycle,Married,35684,Computer,1,5,1,1,3,3,2,0,14,0
1498,36,1,1,PhD,Together,34320,Computer,0,27,5,1,4,1,2,3,3,0
1499,41,0,2,Graduation,Single,41967,Computer,1,30,6,1,8,2,3,0,4,0
1500,46,1,2,Master,Married,49681,Computer,1,26,5,7,0,0,4,2,1,0
1501,46,0,2,Master,Married,49681,Computer,2,16,3,7,2,7,3,1,4,0
1502,52,1,1,Graduation,Together,53187,Computer,1,7,1,4,3,2,0,4,1,0
1503,71,1,0,Graduation,Together,86610,Computer,1,9,2,5,0,6,4,3,5,0
1504,37,1,0,Graduation,Married,70951,Computer,0,22,5,3,1,1,4,3,1,0
1505,52,0,1,Graduation,Single,24206,Computer,0,9,2,1,3,7,1,2,0,0
1506,37,1,2,Graduation,Married,55357,Computer,1,23,3,6,5,2,5,0,1,0
1507,63,1,1,Graduation,Married,58113,Computer,1,18,4,9,0,6,0,1,2,0
1508,38,1,0,PhD,Married,70643,Phone,2,18,4,5,1,0,9,3,0,1
1509,37,1,1,PhD,Married,64355,Computer,2,25,5,4,0,0,4,0,2,0
1510,63,0,0,Master,Together,82576,Computer,2,15,3,2,0,1,2,0,16,0
1511,50,0,2,PhD,Single,41644,Computer,1,10,2,1,3,7,4,2,0,0
1512,38,1,0,Graduation,Married,72570,Computer,1,11,1,4,0,1,4,1,11,0
1513,57,0,2,Graduation,Divorced,30630,Computer,0,22,3,2,0,0,1,6,4,0
1514,41,1,1,Master,Single,22944,Computer,1,9,1,3,2,5,5,1,7,0
1515,51,0,0,PhD,Divorced,86979,Tablet,2,32,6,5,2,3,2,7,5,1
1516,52,0,3,Graduation,Single,,Computer,0,18,1,2,0,1,0,2,2,0
1517,52,0,0,PhD,Together,82072,Computer,1,8,2,3,1,5,5,2,7,0
1518,49,0,2,Master,Divorced,52034,Computer,1,4,2,4,2,5,5,0,2,0
1519,29,0,0,Graduation,Single,72354,Computer,2,21,3,2,2,1,1,3,10,0
1520,39,1,1,Graduation,Together,28427,Computer,0,5,2,2,1,3,5,1,4,0
1521,39,1,1,Graduation,Together,28427,Computer,0,16,4,2,1,3,0,0,9,0
1522,53,1,1,Master,Single,39858,Phone,2,9,1,2,6,11,2,9,4,1
1523,71,1,1,Master,Married,67381,Computer,0,15,3,2,3,6,2,0,16,0
1524,57,0,1,Basic,Single,23529,Tablet,1,19,4,1,3,0,3,0,2,0
1525,55,1,2,Graduation,Married,51479,Computer,0,4,2,6,5,1,2,0,5,0
1526,47,1,1,Graduation,Married,76068,Phone,2,15,4,2,6,2,1,3,12,0
1527,68,1,0,Graduation,Single,22507,Computer,0,12,2,10,1,6,4,4,0,0
1528,38,1,1,Graduation,Single,52413,Laptop,2,24,4,7,6,2,4,2,12,0
1529,65,0,2,Graduation,Together,50116,Computer,2,8,2,1,0,1,1,0,2,0
1530,60,0,1,Graduation,Single,76624,Computer,2,4,1,5,3,0,5,6,3,0
1531,69,0,2,Graduation,Together,34587,Computer,2,7,1,1,4,0,4,0,4,0
1532,76,1,0,PhD,Single,62159,Computer,2,4,2,6,5,0,5,3,3,0
1533,57,0,0,Graduation,Single,66294,Tablet,2,4,1,4,1,1,2,7,1,0
1534,72,1,2,PhD,Together,5648,Computer,1,19,2,1,1,9,2,0,1,0
1535,38,1,1,Graduation,Together,37235,Computer,0,9,1,1,4,3,4,5,4,0
1536,58,1,0,Graduation,Widow,85620,Phone,1,15,1,3,0,3,5,5,2,1
1537,38,1,1,Graduation,Together,23976,Computer,0,21,3,3,2,4,3,8,2,0
1538,35,0,0,Master,Single,41020,Laptop,1,10,4,3,1,2,1,0,11,0
1539,38,0,1,Graduation,Single,36108,Laptop,0,10,2,7,2,4,0,3,5,0
1540,71,1,1,Master,Divorced,57530,Tablet,2,19,3,1,1,0,2,5,9,0
1541,58,0,1,2n Cycle,Married,62905,Laptop,1,30,6,7,4,0,4,0,9,0
1542,77,1,0,PhD,Married,65846,Laptop,2,11,1,6,4,3,2,3,3,0
1543,45,1,1,Graduation,Married,34380,Tablet,0,14,4,4,6,0,1,6,0,0
1544,58,0,1,Graduation,Divorced,41638,Phone,1,6,1,5,2,1,0,3,5,0
1545,30,1,0,Graduation,Together,63207,Laptop,1,21,5,2,1,2,1,2,2,0
1546,72,1,1,Graduation,Together,28320,Laptop,2,23,5,1,3,1,0,2,6,0
1547,65,0,1,Graduation,Married,43140,Laptop,0,13,3,4,1,0,0,1,2,0
1548,51,0,0,Graduation,Married,52531,Computer,1,10,2,7,0,4,3,2,2,0
1549,45,1,1,Graduation,Divorced,40246,Computer,1,24,5,1,3,8,2,2,0,0
1550,38,0,1,Graduation,Together,35196,Tablet,2,16,2,6,0,2,4,4,0,1
1551,38,1,1,Graduation,Together,35196,Computer,2,10,3,6,3,2,4,2,5,0
1552,37,1,0,Graduation,Single,70596,Phone,2,8,2,3,1,1,0,7,1,0
1553,37,1,0,Graduation,Single,70596,Phone,0,26,5,3,5,3,2,6,3,0
1554,60,1,1,PhD,Single,52597,Phone,2,14,2,6,0,2,6,2,2,0
1555,50,1,1,Master,Single,42394,Computer,2,7,2,1,1,1,2,5,10,0
1556,53,1,0,Graduation,Single,81657,Laptop,0,19,4,3,0,6,2,4,2,0
1557,62,1,2,PhD,Married,49154,Laptop,0,30,2,4,2,2,2,0,0,0
1558,70,0,2,Graduation,Together,34074,Laptop,2,3,2,3,3,2,2,0,6,0
1559,33,0,0,Graduation,Married,,Computer,2,28,5,6,0,0,8,1,2,0
1560,67,1,0,Master,Divorced,70638,Laptop,2,23,3,4,2,0,2,3,13,0
1561,44,1,1,Graduation,Married,38136,Computer,0,11,1,3,0,1,1,2,4,0
1562,49,1,1,Graduation,Married,67432,Computer,1,16,2,8,3,0,2,6,6,0
1563,71,0,1,Graduation,Together,40689,Computer,1,5,1,7,2,7,2,2,9,0
1564,71,1,1,Graduation,Together,40689,Computer,1,28,3,7,8,3,1,7,0,0
1565,39,0,0,Graduation,Single,101970,Phone,1,19,1,6,1,1,11,3,1,1
1566,50,1,1,PhD,Married,44325,Computer,2,6,2,8,3,0,1,1,1,0
1567,74,0,2,PhD,Married,61467,Computer,0,6,1,5,0,2,1,4,3,0
1568,47,0,2,Graduation,Married,48178,Computer,0,6,2,5,0,0,2,6,4,0
1569,42,1,1,Basic,Married,16005,Tablet,2,30,6,2,5,1,1,6,2,0
1570,49,0,0,Graduation,Married,79593,Computer,1,22,2,5,2,0,1,2,11,0
1571,49,1,0,Graduation,Married,79593,Computer,2,20,4,5,2,6,2,1,13,0
1572,63,1,1,Graduation,Married,61180,Computer,0,10,4,5,2,6,1,3,2,0
1573,33,0,1,Graduation,Single,64449,Laptop,1,10,2,5,0,0,4,5,9,0
1574,59,0,0,Graduation,Married,77437,Laptop,2,24,5,4,4,3,1,2,6,0
1575,46,0,1,Graduation,Married,17649,Computer,2,20,3,3,1,0,1,0,9,0
1576,68,1,1,Graduation,Together,53103,Computer,2,23,3,10,3,3,5,6,8,0
1577,51,0,1,Graduation,Together,71819,Computer,2,30,4,3,3,0,3,1,4,0
1578,51,1,1,Master,Divorced,74290,Tablet,1,6,1,10,8,4,7,6,6,0
1579,71,1,0,Graduation,Single,72282,Computer,1,16,3,5,2,1,13,9,1,1
1580,71,0,1,Master,Together,47352,Computer,1,13,4,6,0,2,3,4,7,0
1581,71,0,1,Master,Together,47352,Computer,0,16,3,6,3,1,1,2,2,0
1582,61,0,1,Graduation,Single,46524,Phone,2,28,5,1,2,8,3,3,11,0
1583,46,0,2,Graduation,Together,50200,Computer,0,28,5,7,0,2,1,3,2,0
1584,32,1,0,Graduation,Married,18222,Computer,1,22,5,2,1,1,0,6,7,0
